ref_area,indicator,source,sex,time,obs_value,note_indicator,note_source
CHE,LAI_INSP_SEX_NB,FF:3519,SEX_T,2018,554,,S3:24
CHE,LAI_INSP_SEX_NB,FF:3519,SEX_T,2019,548,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_T,2009,1374,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_T,2010,1317,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_T,2011,1282,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_M,2011,669,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_F,2011,613,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_T,2012,1360,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_M,2012,720,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_F,2012,640,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_T,2013,1282,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_M,2013,667,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_F,2013,615,,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_T,2017,815,I11:269,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_M,2017,443,I11:269,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_F,2017,372,I11:269,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_T,2018,490,I11:269,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_M,2018,257,I11:269,S3:24
CHL,LAI_INSP_SEX_NB,FF:136,SEX_F,2018,233,I11:269,S3:24
COL,LAI_INSP_SEX_NB,FX:2579,SEX_T,2011,410,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_M,2011,185,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_F,2011,225,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_T,2012,462,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_M,2012,206,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_F,2012,256,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_T,2013,650,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_M,2013,289,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_F,2013,361,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_T,2014,700,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_M,2014,315,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_F,2014,385,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_T,2015,834,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_M,2015,339,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_F,2015,495,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_T,2016,845,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_M,2016,350,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_F,2016,495,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_T,2017,904,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_M,2017,439,,
COL,LAI_INSP_SEX_NB,FX:2579,SEX_F,2017,465,,
CRI,LAI_INSP_SEX_NB,FF:144,SEX_T,2009,93,,
CRI,LAI_INSP_SEX_NB,FF:144,SEX_T,2010,99,,
CRI,LAI_INSP_SEX_NB,FF:144,SEX_T,2011,103,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_T,2012,105,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_T,2013,96,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_M,2013,53,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_F,2013,43,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_T,2014,100,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_M,2014,53,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_F,2014,47,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_T,2015,92,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_M,2015,50,,S3:18
CRI,LAI_INSP_SEX_NB,FF:144,SEX_F,2015,42,,S3:18
CUB,LAI_INSP_SEX_NB,FX:366,SEX_T,2009,407,,
CUB,LAI_INSP_SEX_NB,FX:366,SEX_T,2010,377,,
CYP,LAI_INSP_SEX_NB,FF:41,SEX_T,2009,23,T12:1516,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_T,2010,22,T12:1516,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_T,2015,21,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_M,2015,16,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_F,2015,5,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_T,2017,26,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_M,2017,21,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_F,2017,5,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_T,2018,24,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_M,2018,19,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_F,2018,5,,S3:24
CYP,LAI_INSP_SEX_NB,FF:41,SEX_T,2019,23,,
CYP,LAI_INSP_SEX_NB,FF:41,SEX_M,2019,18,,
CYP,LAI_INSP_SEX_NB,FF:41,SEX_F,2019,5,,
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2009,332,,S3:24_S5:41
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2010,333,,S3:24_S5:41
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2011,334,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2011,218,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2011,116,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2012,669,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2012,356,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2012,313,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2013,630,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2013,334,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2013,296,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2014,529,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2014,292,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2014,237,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2015,497,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2015,292,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2015,205,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2017,509,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2017,270,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2017,239,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2018,514,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2018,245,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2018,269,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_T,2019,522,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_M,2019,265,,S3:24
CZE,LAI_INSP_SEX_NB,FF:298,SEX_F,2019,257,,S3:24
DEU,LAI_INSP_SEX_NB,FA:307,SEX_T,2009,6004,,S9:259
DEU,LAI_INSP_SEX_NB,FA:307,SEX_T,2010,5904,,S9:259
DEU,LAI_INSP_SEX_NB,FA:307,SEX_T,2011,5993,,S9:259
DEU,LAI_INSP_SEX_NB,FA:307,SEX_T,2013,6025,,S9:259
DEU,LAI_INSP_SEX_NB,FA:307,SEX_T,2015,6008,,S9:259
DEU,LAI_INSP_SEX_NB,FA:307,SEX_T,2016,5865,,S9:259
DEU,LAI_INSP_SEX_NB,FA:307,SEX_T,2018,5783,,
DOM,LAI_INSP_SEX_NB,FF:8,SEX_T,2009,203,,S7:57
DOM,LAI_INSP_SEX_NB,FF:8,SEX_T,2010,200,,S7:57
DOM,LAI_INSP_SEX_NB,FF:8,SEX_T,2012,185,,S7:57
DOM,LAI_INSP_SEX_NB,FF:8,SEX_M,2012,98,,S7:57
DOM,LAI_INSP_SEX_NB,FF:8,SEX_F,2012,87,,S7:57
DOM,LAI_INSP_SEX_NB,FF:8,SEX_T,2013,147,,
DOM,LAI_INSP_SEX_NB,FF:8,SEX_M,2013,79,,
DOM,LAI_INSP_SEX_NB,FF:8,SEX_F,2013,68,,
DOM,LAI_INSP_SEX_NB,FF:8,SEX_T,2014,158,,
DOM,LAI_INSP_SEX_NB,FF:8,SEX_M,2014,85,,
DOM,LAI_INSP_SEX_NB,FF:8,SEX_F,2014,73,,
ECU,LAI_INSP_SEX_NB,FX:1100,SEX_T,2011,129,,
ECU,LAI_INSP_SEX_NB,FX:1100,SEX_M,2011,63,,
ECU,LAI_INSP_SEX_NB,FX:1100,SEX_F,2011,66,,
ECU,LAI_INSP_SEX_NB,FX:1100,SEX_T,2012,169,,
ECU,LAI_INSP_SEX_NB,FX:1100,SEX_M,2012,79,,
ECU,LAI_INSP_SEX_NB,FX:1100,SEX_F,2012,90,,
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_T,2011,1865,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_M,2011,830,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_F,2011,877,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_T,2012,1879,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_M,2012,791,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_F,2012,896,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_T,2013,1844,,
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_M,2013,809,,
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_F,2013,1035,,
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_T,2014,1816,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_M,2014,784,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_F,2014,1032,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_T,2015,1786,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_M,2015,752,,S3:24
ESP,LAI_INSP_SEX_NB,FF:2592,SEX_F,2015,1034,,S3:24
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2009,46,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2010,44,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2011,44,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2012,38,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_M,2012,19,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_F,2012,19,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2013,37,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_M,2013,17,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_F,2013,20,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2014,37,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_M,2014,17,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_F,2014,20,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2015,39,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_M,2015,18,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_F,2015,21,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2017,46,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_M,2017,17,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_F,2017,29,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2018,49,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_M,2018,16,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_F,2018,33,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_T,2019,38,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_M,2019,16,,
EST,LAI_INSP_SEX_NB,FF:43,SEX_F,2019,22,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_T,2011,311,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_M,2011,188,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_F,2011,123,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_T,2012,348,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_M,2012,200,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_F,2012,148,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_T,2018,315,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_M,2018,147,,
FIN,LAI_INSP_SEX_NB,FF:5962,SEX_F,2018,167,,
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_T,2013,368,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_M,2013,199,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_F,2013,169,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_T,2014,368,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_M,2014,202,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_F,2014,166,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_T,2015,370,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_M,2015,204,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_F,2015,166,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_T,2017,429,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_M,2017,200,,S3:24
FIN,LAI_INSP_SEX_NB,FX:3511,SEX_F,2017,229,,S3:24
FRA,LAI_INSP_SEX_NB,FX:1144,SEX_T,2013,2101,,
FRA,LAI_INSP_SEX_NB,FX:1144,SEX_M,2013,840,,
FRA,LAI_INSP_SEX_NB,FX:1144,SEX_F,2013,1261,,
FRA,LAI_INSP_SEX_NB,FX:1144,SEX_T,2014,2031,,
FRA,LAI_INSP_SEX_NB,FX:1144,SEX_M,2014,841,,
FRA,LAI_INSP_SEX_NB,FX:1144,SEX_F,2014,1190,,
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2011,1450,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2011,1067,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2011,383,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2012,1432,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2012,1054,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2012,378,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2013,1367,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2013,1003,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2013,364,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2014,989,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2014,681,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2014,308,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2015,1031,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2015,695,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2015,336,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2016,980,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2016,649,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2016,331,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2017,938,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2017,614,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2017,324,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_T,2018,985,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_M,2018,633,,S7:56
GBR,LAI_INSP_SEX_NB,FA:1156,SEX_F,2018,352,,S7:56
GEO,LAI_INSP_SEX_NB,FX:182,SEX_T,2015,23,,S4:30
GEO,LAI_INSP_SEX_NB,FX:182,SEX_M,2015,11,,S4:30
GEO,LAI_INSP_SEX_NB,FX:182,SEX_F,2015,12,,S4:30
GEO,LAI_INSP_SEX_NB,FX:182,SEX_T,2019,33,,S4:30
GEO,LAI_INSP_SEX_NB,FX:182,SEX_M,2019,19,,S4:30
GEO,LAI_INSP_SEX_NB,FX:182,SEX_F,2019,14,,S4:30
GIN,LAI_INSP_SEX_NB,FF:425,SEX_T,2009,28,,S6:48
GIN,LAI_INSP_SEX_NB,FF:425,SEX_T,2010,28,,S6:48
HKG,LAI_INSP_SEX_NB,FF:233,SEX_T,2014,186,,S3:24_S4:1437
HKG,LAI_INSP_SEX_NB,FF:233,SEX_M,2014,104,,S3:24_S4:1437
HKG,LAI_INSP_SEX_NB,FF:233,SEX_F,2014,82,,S3:24_S4:1437
HKG,LAI_INSP_SEX_NB,FX:235,SEX_T,2009,170,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_T,2010,169,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_T,2011,181,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_M,2011,102,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_F,2011,79,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_T,2012,196,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_M,2012,109,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_F,2012,87,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_T,2013,193,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_M,2013,110,,
HKG,LAI_INSP_SEX_NB,FX:235,SEX_F,2013,83,,
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2011,252,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2012,242,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2014,212,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_M,2014,107,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_F,2014,105,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2015,224,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_M,2015,106,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_F,2015,118,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2016,226,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_M,2016,108,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_F,2016,118,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2017,229,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_M,2017,108,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_F,2017,121,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2018,228,,S14:4077_S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_M,2018,109,,S14:4077_S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_F,2018,119,,S14:4077_S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_T,2019,228,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_M,2019,112,,S3:24
HRV,LAI_INSP_SEX_NB,FF:2576,SEX_F,2019,116,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2009,355,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2010,380,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2011,273,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_M,2011,138,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_F,2011,135,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2012,247,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_M,2012,118,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_F,2012,129,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2014,380,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_M,2014,208,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_F,2014,172,,S3:24
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2015,383,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_M,2015,213,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_F,2015,170,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2017,367,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_M,2017,187,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_F,2017,180,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_T,2018,374,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_M,2018,192,,
HUN,LAI_INSP_SEX_NB,FF:726,SEX_F,2018,182,,
IMN,LAI_INSP_SEX_NB,FF:1251,SEX_T,2013,4,,
IMN,LAI_INSP_SEX_NB,FF:1251,SEX_M,2013,3,,
IMN,LAI_INSP_SEX_NB,FF:1251,SEX_F,2013,1,,
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2009,71,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2010,66,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2011,61,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_M,2011,31,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_F,2011,30,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2012,58,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_M,2012,30,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_F,2012,28,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2013,58,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_M,2013,27,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_F,2013,31,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2014,57,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_M,2014,26,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_F,2014,31,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2015,57,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_M,2015,26,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_F,2015,31,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2017,56,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_M,2017,23,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_F,2017,33,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2018,58,,S3:24
IRL,LAI_INSP_SEX_NB,FX:409,SEX_T,2019,55,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2009,110,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2010,126,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2011,147,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2012,215,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2013,277,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_M,2013,135,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_F,2013,142,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2014,280,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_M,2014,142,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_F,2014,138,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2015,278,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_M,2015,145,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_F,2015,133,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2017,316,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_M,2017,178,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_F,2017,138,,S3:24
ISR,LAI_INSP_SEX_NB,FF:710,SEX_T,2018,260,,S3:24
