ref_area,indicator,source,time,obs_value,note_indicator,note_source
USA,LAI_VIST_NOC_NB,FF:2586,2011,22927,,S3:24
USA,LAI_VIST_NOC_NB,FF:2586,2012,24716,,S3:24
USA,LAI_VIST_NOC_NB,FF:2586,2013,24140,,S3:24
USA,LAI_VIST_NOC_NB,FF:2586,2014,29483,,S3:24
USA,LAI_VIST_NOC_NB,FF:2586,2015,27914,,S3:24
UZB,LAI_VIST_NOC_NB,FF:15744,2018,1542,,
UZB,LAI_VIST_NOC_NB,FF:15744,2019,2172,,
VCT,LAI_VIST_NOC_NB,FA:9,2009,56,,
VCT,LAI_VIST_NOC_NB,FA:9,2010,71,,
VEN,LAI_VIST_NOC_NB,FF:386,2009,54843,,
VEN,LAI_VIST_NOC_NB,FF:386,2010,45005,,
VEN,LAI_VIST_NOC_NB,FF:386,2011,25715,,
VEN,LAI_VIST_NOC_NB,FF:386,2012,18874,,
ZAF,LAI_VIST_NOC_NB,FX:596,2009,158932,,S3:26_S5:44
ZAF,LAI_VIST_NOC_NB,FX:596,2010,192129,,S3:26_S5:44
ZAF,LAI_VIST_NOC_NB,FX:596,2011,172300,,S3:24
ZAF,LAI_VIST_NOC_NB,FX:596,2012,101792,,S3:24
ZAF,LAI_VIST_NOC_NB,FX:596,2013,101792,,S3:26
ZAF,LAI_VIST_NOC_NB,FX:596,2014,180818,,S3:26
ZAF,LAI_VIST_NOC_NB,FX:596,2015,186871,,S3:26
ZAF,LAI_VIST_NOC_NB,FX:596,2016,185958,,S3:26
ZAF,LAI_VIST_NOC_NB,FX:596,2017,214946,,S3:26
ZAF,LAI_VIST_NOC_NB,FX:596,2018,218919,,S3:26
ZMB,LAI_VIST_NOC_NB,FI:776,2009,0,,
ZWE,LAI_VIST_NOC_NB,FI:652,2009,70,,S7:57_S8:63
ZWE,LAI_VIST_NOC_NB,FI:652,2010,80,,S7:57_S8:63
ZWE,LAI_VIST_NOC_NB,FI:652,2011,366,,S7:57
ZWE,LAI_VIST_NOC_NB,FI:652,2012,1411,,S7:57
ZWE,LAI_VIST_NOC_NB,FI:652,2015,1700,,S7:57
ZWE,LAI_VIST_NOC_NB,FI:652,2017,16887,,S7:57
