ref_area,indicator,source,time,obs_value,note_indicator,note_source
SVK,LAI_INDE_NOC_RT,FF:400,2011,1.29,,S3:24
SVK,LAI_INDE_NOC_RT,FF:400,2012,1.28,,S3:24
SVK,LAI_INDE_NOC_RT,FF:400,2013,1.42,,S3:24
SVK,LAI_INDE_NOC_RT,FF:400,2015,1.31,,S3:24
SVK,LAI_INDE_NOC_RT,FF:400,2017,1.31,,S3:24
SVK,LAI_INDE_NOC_RT,FF:400,2018,1.25,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2009,0.85,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2010,0.83,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2011,0.9,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2012,0.83,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2013,0.84,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2014,0.84,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2015,0.8,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2016,0.8,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2017,0.75,,S3:24
SVN,LAI_INDE_NOC_RT,FF:452,2018,0.78,,S9:259
SVN,LAI_INDE_NOC_RT,FF:452,2019,0.87,,S9:259
SWE,LAI_INDE_NOC_RT,FX:2533,2013,0.54,,
SWE,LAI_INDE_NOC_RT,FX:2533,2014,0.5,,
SWE,LAI_INDE_NOC_RT,FX:2533,2017,0.6,,
SWE,LAI_INDE_NOC_RT,FX:2533,2018,0.58,,
SYC,LAI_INDE_NOC_RT,FB:2547,2011,1.5,,S3:24
SYC,LAI_INDE_NOC_RT,FB:2547,2018,2.91,,S3:24
THA,LAI_INDE_NOC_RT,FX:663,2015,0.2,,S3:24
THA,LAI_INDE_NOC_RT,FX:663,2016,0.19,,S3:24
THA,LAI_INDE_NOC_RT,FX:663,2017,0.19,,S3:24
THA,LAI_INDE_NOC_RT,FX:663,2018,0.29,,S3:24
THA,LAI_INDE_NOC_RT,FX:663,2019,0.21,,S3:24
TTO,LAI_INDE_NOC_RT,EA:553,2009,0.22,,
TTO,LAI_INDE_NOC_RT,EA:553,2010,0.43,,
TTO,LAI_INDE_NOC_RT,FF:554,2013,0.22,,S3:24
TTO,LAI_INDE_NOC_RT,FF:554,2014,0.19,,S3:24
TUR,LAI_INDE_NOC_RT,FF:508,2009,0.31,,S5:38
TUR,LAI_INDE_NOC_RT,FF:508,2010,0.29,,S5:38
TUR,LAI_INDE_NOC_RT,FF:508,2011,0.37,,
TUR,LAI_INDE_NOC_RT,FF:508,2012,0.39,,
TUR,LAI_INDE_NOC_RT,FF:508,2013,0.28,,
TUR,LAI_INDE_NOC_RT,FF:508,2015,0.32,,
TUR,LAI_INDE_NOC_RT,FF:508,2017,0.36,,
TUR,LAI_INDE_NOC_RT,FF:508,2019,0.35,,
UKR,LAI_INDE_NOC_RT,EB:7339,2013,0.28,,
UKR,LAI_INDE_NOC_RT,EB:7339,2014,0.32,,
UKR,LAI_INDE_NOC_RT,EB:7339,2015,0.27,,
UKR,LAI_INDE_NOC_RT,EB:7339,2017,0.31,,
UKR,LAI_INDE_NOC_RT,EB:7339,2018,0.32,,
UKR,LAI_INDE_NOC_RT,FX:3257,2019,31.56,,S3:23_S4:34
URY,LAI_INDE_NOC_RT,FX:106,2009,0.89,,
URY,LAI_INDE_NOC_RT,FX:106,2010,0.8,,
URY,LAI_INDE_NOC_RT,FX:106,2013,0.77,,
URY,LAI_INDE_NOC_RT,FX:106,2018,0.63,,
USA,LAI_INDE_NOC_RT,FF:2586,2011,0.07,,S3:24
USA,LAI_INDE_NOC_RT,FF:2586,2012,0.07,,S3:24
USA,LAI_INDE_NOC_RT,FX:3517,2013,0.07,,
USA,LAI_INDE_NOC_RT,FX:3517,2014,0.07,,
USA,LAI_INDE_NOC_RT,FX:3517,2015,0.07,,
UZB,LAI_INDE_NOC_RT,FF:15744,2018,0.23,,
UZB,LAI_INDE_NOC_RT,FF:15744,2019,0.22,,
VEN,LAI_INDE_NOC_RT,FF:386,2009,0.5,,
VEN,LAI_INDE_NOC_RT,FF:386,2010,0.46,,
VEN,LAI_INDE_NOC_RT,FF:386,2011,0.15,,
VEN,LAI_INDE_NOC_RT,FF:386,2012,0.14,,
ZAF,LAI_INDE_NOC_RT,FX:596,2009,0.53,,S3:26_S5:44
ZAF,LAI_INDE_NOC_RT,FX:596,2010,0.95,,S3:26_S5:44
ZAF,LAI_INDE_NOC_RT,FX:596,2013,0.83,,S3:26
ZAF,LAI_INDE_NOC_RT,FX:596,2014,0.82,,S3:26
ZAF,LAI_INDE_NOC_RT,FX:596,2015,0.55,,S3:26
ZAF,LAI_INDE_NOC_RT,FX:596,2016,0.82,,S3:26
ZAF,LAI_INDE_NOC_RT,FX:596,2017,0.79,,S3:26
ZAF,LAI_INDE_NOC_RT,FX:596,2018,0.77,,S3:26
ZWE,LAI_INDE_NOC_RT,FI:652,2011,0.14,,S7:57
